distance_km,restaurant_rating,weather,time_of_day,delivery_speed_kmph,active_orders_queue,restaurant_prep_time_min,traffic_level,area_type,delivery_time_minutes
5.41,3.9,sunny,peak,28.25,4,11,medium,suburban,31
12.28,2.8,sunny,off-peak,27.98,8,18,medium,urban,59
8.52,4.8,rainy,off-peak,34.32,9,28,medium,urban,64
3.41,3.9,sunny,off-peak,33.8,12,35,high,urban,64
1.89,4.3,rainy,peak,16.14,0,8,medium,suburban,23
7.7,4.5,sunny,peak,39.38,18,22,medium,rural,64
10.16,3.9,sunny,peak,16.07,19,5,high,rural,76
12.37,3.3,rainy,peak,11.4,10,36,high,urban,126
12.06,3.9,sunny,off-peak,38.47,1,20,low,urban,41
12.45,4.9,sunny,peak,16.92,4,7,high,urban,62
6.99,4.5,sunny,off-peak,33.08,15,11,low,urban,47
13.05,5.0,sunny,off-peak,16.31,2,37,medium,urban,91
6.95,2.8,sunny,off-peak,36.27,18,35,medium,suburban,76
2.94,2.7,cloudy,peak,11.41,7,7,low,urban,36
6.26,4.3,rainy,peak,18.47,11,6,medium,suburban,51
5.43,4.2,cloudy,peak,26.05,1,32,low,suburban,49
6.19,3.3,sunny,peak,10.31,14,6,high,urban,68
10.05,3.6,sunny,peak,32.9,10,24,medium,urban,60
10.03,3.0,sunny,peak,39.48,6,11,medium,suburban,38
3.76,3.4,sunny,peak,12.28,0,13,medium,urban,34
5.08,4.8,rainy,off-peak,20.46,15,18,low,urban,61
9.13,3.4,sunny,peak,16.89,15,12,high,rural,72
1.72,3.0,cloudy,off-peak,33.73,13,11,high,suburban,41
10.49,3.2,rainy,off-peak,15.72,15,17,low,rural,86
3.09,3.8,sunny,off-peak,21.1,17,13,medium,rural,50
12.84,3.7,sunny,off-peak,13.52,4,10,low,urban,74
6.32,2.7,sunny,peak,19.3,19,38,low,urban,87
3.7,2.8,rainy,peak,28.48,14,17,low,rural,52
10.18,3.1,rainy,off-peak,12.21,6,19,medium,urban,86
8.53,4.3,sunny,peak,27.02,9,28,high,urban,65
2.99,3.6,sunny,off-peak,11.24,17,19,medium,urban,63
12.49,2.8,sunny,off-peak,29.8,12,9,low,suburban,53
7.07,4.2,cloudy,off-peak,18.48,8,16,medium,urban,56
2.71,2.5,sunny,off-peak,18.83,9,30,medium,urban,55
12.04,4.0,sunny,peak,14.62,2,28,medium,suburban,83
2.43,3.4,rainy,off-peak,17.94,18,20,high,urban,65
14.54,2.6,sunny,peak,29.92,7,14,medium,urban,57
6.91,2.8,sunny,off-peak,27.9,0,21,medium,urban,39
11.06,4.4,sunny,peak,25.01,4,23,medium,urban,59
7.05,3.1,sunny,peak,15.44,19,12,low,urban,69
3.22,3.2,sunny,off-peak,18.54,12,10,high,urban,43
11.49,3.7,rainy,peak,19.12,14,36,medium,suburban,101
4.7,2.9,sunny,off-peak,15.1,16,35,low,rural,79
10.4,4.9,sunny,off-peak,14.92,19,34,low,suburban,105
4.23,3.5,rainy,off-peak,33.82,12,36,medium,urban,70
4.0,3.6,sunny,off-peak,24.42,4,19,medium,urban,38
7.13,2.7,sunny,peak,11.38,10,39,high,suburban,97
12.34,3.9,sunny,peak,33.1,2,36,medium,urban,64
9.4,4.5,sunny,off-peak,10.18,3,10,medium,rural,73
1.44,3.6,cloudy,peak,33.06,17,18,low,urban,49
11.14,2.9,sunny,off-peak,34.89,12,18,medium,urban,58
8.91,2.6,rainy,peak,22.43,14,14,medium,rural,67
9.54,3.4,sunny,peak,21.98,9,27,high,suburban,72
5.63,4.7,cloudy,off-peak,27.05,0,20,medium,urban,37
8.56,2.8,sunny,peak,22.68,7,13,low,suburban,47
5.89,4.9,sunny,off-peak,33.85,15,36,low,suburban,70
1.68,4.7,sunny,peak,21.14,3,37,medium,urban,49
12.74,2.6,cloudy,peak,35.01,17,14,medium,urban,66
10.33,2.7,sunny,peak,24.43,8,24,medium,suburban,64
10.22,3.6,rainy,peak,13.12,4,6,low,urban,65
3.31,2.7,cloudy,off-peak,17.12,17,28,high,suburban,72
10.12,4.9,rainy,off-peak,22.19,2,21,medium,urban,59
3.86,2.6,rainy,peak,38.25,6,19,low,suburban,40
10.47,4.9,rainy,peak,18.65,11,32,medium,suburban,90
5.34,4.1,cloudy,peak,35.14,8,31,low,urban,55
2.78,3.9,rainy,peak,21.97,7,37,low,suburban,61
13.64,4.1,rainy,off-peak,20.32,10,26,high,suburban,91
2.02,2.8,sunny,peak,17.65,18,8,low,urban,43
11.55,4.4,cloudy,peak,24.9,1,34,high,suburban,70
1.98,3.2,sunny,peak,13.01,1,21,medium,rural,35
10.43,4.4,rainy,off-peak,32.23,12,13,medium,urban,58
2.1,4.6,rainy,off-peak,25.31,14,32,high,urban,68
7.88,3.6,cloudy,peak,32.85,18,22,low,urban,66
3.23,3.6,cloudy,peak,34.96,12,34,medium,suburban,63
13.07,3.0,sunny,off-peak,14.13,18,26,medium,urban,111
6.32,4.0,sunny,off-peak,34.0,7,25,medium,suburban,50
0.72,2.7,sunny,off-peak,33.88,1,8,low,suburban,12
9.61,3.2,rainy,off-peak,30.92,10,33,low,rural,73
6.95,2.9,sunny,off-peak,11.05,12,7,low,urban,64
12.97,4.7,sunny,off-peak,25.34,17,37,high,urban,98
6.78,4.3,rainy,peak,21.9,9,34,high,rural,76
6.46,4.4,sunny,peak,30.76,7,28,medium,suburban,54
7.08,4.5,rainy,off-peak,33.14,17,18,low,urban,62
12.97,2.8,sunny,peak,24.55,10,31,high,urban,83
9.01,4.7,sunny,peak,39.3,15,9,low,urban,46
10.21,4.1,cloudy,peak,35.79,7,39,low,suburban,70
10.95,3.0,cloudy,peak,26.1,3,13,low,suburban,46
14.09,4.8,sunny,peak,25.7,9,30,medium,urban,79
12.64,3.6,sunny,peak,37.51,17,23,medium,urban,72
13.95,3.4,sunny,off-peak,33.65,17,25,low,suburban,76
5.48,3.2,cloudy,off-peak,17.91,8,39,low,urban,72
3.62,4.1,cloudy,off-peak,13.65,7,29,low,suburban,58
3.45,3.6,sunny,peak,23.88,1,14,low,suburban,25
12.94,2.9,rainy,off-peak,19.1,16,28,high,rural,103
12.54,4.4,rainy,off-peak,17.96,5,25,medium,rural,82
9.93,2.9,sunny,off-peak,25.1,19,28,medium,urban,83
1.41,3.5,sunny,peak,18.92,2,22,medium,urban,32
5.11,3.9,sunny,peak,12.36,0,28,high,urban,58
11.15,2.6,cloudy,off-peak,18.32,15,37,low,suburban,99
4.1,4.3,sunny,peak,27.61,19,15,medium,urban,55
9.55,2.7,sunny,off-peak,36.11,7,29,medium,urban,58
8.37,2.6,sunny,off-peak,38.0,2,37,high,urban,58
4.31,3.6,sunny,off-peak,12.26,4,39,low,urban,67
14.05,3.7,cloudy,peak,32.88,0,21,medium,suburban,52
4.22,3.3,rainy,off-peak,25.75,19,34,low,urban,78
13.47,3.5,cloudy,off-peak,11.49,6,30,medium,suburban,114
8.34,2.7,cloudy,peak,14.19,4,39,low,urban,83
1.83,4.1,rainy,peak,25.37,6,39,low,urban,58
12.59,4.4,sunny,off-peak,26.38,8,25,medium,urban,69
11.98,3.0,sunny,off-peak,35.64,13,36,low,suburban,77
12.55,2.9,cloudy,peak,26.28,8,5,low,suburban,49
9.75,2.6,sunny,off-peak,37.59,12,22,medium,suburban,59
10.82,3.7,sunny,peak,27.86,17,34,medium,suburban,86
13.65,4.2,rainy,peak,30.28,5,19,medium,urban,62
2.35,4.3,sunny,peak,25.54,0,37,medium,urban,46
1.7,2.6,sunny,peak,21.45,5,5,low,urban,18
2.31,4.9,sunny,peak,39.16,10,38,medium,suburban,60
13.12,5.0,sunny,peak,29.33,19,30,medium,rural,88
8.66,4.6,cloudy,off-peak,26.47,5,38,low,rural,68
3.05,4.2,cloudy,off-peak,24.56,6,17,high,urban,40
2.55,3.4,sunny,peak,18.16,13,24,low,urban,53
6.96,3.5,sunny,peak,18.45,17,5,high,rural,58
12.33,4.8,cloudy,off-peak,16.56,18,20,medium,urban,97
12.18,3.2,sunny,off-peak,28.73,1,8,medium,urban,38
12.84,4.7,sunny,off-peak,35.74,7,33,medium,rural,68
11.65,2.9,rainy,off-peak,23.7,6,16,medium,suburban,62
1.39,3.3,sunny,peak,17.55,16,23,medium,urban,55
10.94,3.6,rainy,peak,13.05,2,16,low,urban,75
8.02,4.0,rainy,peak,13.4,8,36,medium,urban,92
11.03,4.4,cloudy,off-peak,35.04,7,29,medium,urban,63
7.52,2.8,rainy,off-peak,26.6,19,25,low,urban,76
7.51,3.5,rainy,off-peak,14.19,6,26,medium,suburban,75
2.33,3.4,rainy,off-peak,15.48,0,29,low,urban,44
13.63,3.3,rainy,peak,37.44,2,12,low,suburban,43
5.93,3.6,sunny,peak,31.14,3,5,high,urban,26
8.94,4.3,sunny,off-peak,19.57,0,26,low,suburban,54
3.5,3.9,rainy,off-peak,23.71,14,24,medium,urban,62
5.85,3.8,sunny,off-peak,11.68,6,20,medium,urban,62
13.12,3.8,sunny,peak,32.74,17,13,medium,urban,66
3.54,4.3,sunny,peak,36.0,16,6,medium,urban,39
3.49,3.9,rainy,peak,32.41,6,35,medium,urban,58
4.28,4.3,cloudy,off-peak,27.94,4,7,low,urban,25
8.83,3.8,sunny,peak,25.59,13,18,high,suburban,63
8.05,4.2,rainy,peak,38.4,7,13,medium,urban,44
3.04,4.6,sunny,off-peak,35.07,10,37,medium,urban,60
10.53,2.7,sunny,peak,10.25,2,7,high,urban,77
13.66,4.4,sunny,off-peak,36.11,3,35,high,urban,67
3.38,4.5,sunny,peak,35.8,9,9,medium,urban,31
10.26,4.4,cloudy,peak,25.09,3,32,low,urban,64
9.0,3.1,cloudy,off-peak,32.66,6,37,medium,urban,68
5.27,2.8,sunny,peak,15.33,2,25,medium,urban,52
9.46,4.8,sunny,off-peak,13.52,1,28,high,urban,76
3.54,3.4,rainy,peak,21.69,3,26,medium,suburban,48
12.59,3.0,cloudy,peak,22.83,1,7,low,suburban,45
0.82,4.2,rainy,off-peak,28.91,4,34,medium,urban,50
8.72,4.7,sunny,off-peak,36.88,4,33,low,urban,54
5.12,5.0,sunny,peak,22.03,4,38,high,suburban,63
13.28,3.9,rainy,peak,25.61,5,37,medium,urban,84
7.74,4.7,sunny,off-peak,32.39,4,14,medium,urban,37
12.14,3.7,sunny,peak,34.76,15,30,medium,urban,76
13.9,3.9,sunny,peak,35.45,19,15,medium,urban,70
5.35,3.9,cloudy,peak,14.68,11,17,low,suburban,58
13.26,4.7,sunny,off-peak,21.03,5,16,medium,urban,64
11.03,3.1,sunny,peak,34.02,4,8,low,suburban,34
2.07,4.4,cloudy,peak,25.88,4,12,medium,suburban,28
2.01,3.3,sunny,off-peak,19.72,13,27,medium,urban,56
12.35,2.7,cloudy,peak,19.52,2,27,low,urban,71
7.29,4.9,cloudy,off-peak,19.11,4,13,medium,suburban,47
7.68,4.8,sunny,peak,30.47,0,30,medium,urban,48
13.42,3.8,cloudy,off-peak,28.25,18,19,medium,urban,80
13.61,2.9,sunny,peak,35.87,11,25,medium,urban,67
2.13,4.7,cloudy,off-peak,11.38,15,10,high,urban,51
5.92,3.5,sunny,peak,31.69,7,16,medium,suburban,41
13.48,3.8,sunny,peak,12.88,1,21,high,suburban,90
12.39,5.0,sunny,peak,22.58,4,5,medium,urban,47
10.95,3.7,cloudy,off-peak,28.83,9,11,medium,urban,52
1.98,2.9,sunny,off-peak,26.21,17,14,medium,urban,47
9.51,4.2,sunny,off-peak,30.09,16,29,medium,urban,75
8.94,3.9,sunny,off-peak,15.49,14,13,medium,urban,72
2.92,3.0,sunny,off-peak,34.52,18,22,low,urban,55
11.72,3.0,cloudy,peak,32.28,14,36,high,suburban,86
5.02,4.8,rainy,off-peak,33.16,15,32,low,urban,70
9.5,2.6,rainy,off-peak,10.94,14,18,low,urban,97
5.75,4.1,rainy,off-peak,21.81,13,17,low,urban,58
1.72,4.5,sunny,peak,13.44,4,26,medium,suburban,43
8.11,3.4,rainy,peak,23.82,6,21,high,urban,60
4.95,2.8,sunny,peak,25.44,1,27,medium,urban,43
1.53,4.8,sunny,off-peak,30.19,14,10,low,urban,35
3.38,3.2,rainy,peak,22.53,17,30,medium,urban,73
9.47,3.0,sunny,peak,32.77,19,30,medium,urban,79
1.97,2.7,sunny,off-peak,36.35,19,38,low,urban,71
1.77,4.7,rainy,off-peak,11.28,8,21,low,urban,48
14.19,3.8,sunny,peak,14.11,0,33,low,suburban,94
2.06,3.5,rainy,peak,19.6,11,11,medium,urban,42
5.95,4.4,sunny,off-peak,20.89,17,34,high,suburban,82
2.43,3.8,rainy,off-peak,25.29,14,17,high,urban,54
14.12,3.3,sunny,off-peak,11.06,19,8,high,urban,118
7.48,3.5,cloudy,peak,24.3,11,8,medium,urban,48
2.11,4.4,sunny,off-peak,30.34,9,30,medium,urban,51
11.65,3.2,sunny,off-peak,37.72,5,29,low,urban,56
11.82,3.8,sunny,peak,20.28,19,11,medium,suburban,77
13.57,4.7,sunny,peak,39.72,11,14,medium,urban,54
10.73,4.7,rainy,off-peak,20.34,6,39,medium,urban,88
1.29,4.7,cloudy,off-peak,11.81,5,34,medium,rural,53
8.48,4.4,sunny,off-peak,14.74,9,10,low,suburban,59
6.07,3.8,sunny,off-peak,27.51,17,33,high,urban,77
11.35,3.7,sunny,peak,18.59,0,30,high,suburban,72
9.07,4.9,rainy,off-peak,22.78,19,18,high,urban,80
11.02,4.4,sunny,peak,36.38,1,38,low,urban,59
3.12,3.0,sunny,off-peak,30.96,17,14,medium,urban,49
6.84,3.3,cloudy,peak,34.01,2,39,low,suburban,57
6.77,3.3,rainy,off-peak,14.84,10,36,medium,urban,86
14.72,4.4,cloudy,off-peak,25.37,11,11,medium,urban,67
0.78,3.7,cloudy,peak,28.41,19,23,medium,urban,58
12.33,4.3,cloudy,peak,34.37,16,8,low,rural,57
1.91,2.6,rainy,off-peak,18.76,18,19,low,urban,58
1.67,4.2,rainy,peak,31.75,14,16,medium,urban,48
5.26,3.3,rainy,peak,10.06,0,26,high,suburban,67
10.66,3.0,sunny,peak,10.15,18,6,medium,urban,99
10.34,4.2,cloudy,off-peak,10.72,10,20,medium,urban,98
9.6,2.8,sunny,off-peak,30.19,0,22,low,urban,42
11.73,4.2,sunny,off-peak,24.97,17,10,medium,urban,67
3.87,5.0,sunny,peak,24.53,2,28,medium,suburban,43
9.69,4.8,sunny,off-peak,38.05,19,37,low,urban,82
9.75,4.4,sunny,peak,16.97,9,21,high,urban,74
9.99,3.3,cloudy,peak,15.42,13,8,low,suburban,69
9.12,3.3,sunny,off-peak,18.54,19,38,high,suburban,101
3.71,4.9,sunny,off-peak,27.38,0,26,low,urban,35
13.76,2.7,rainy,off-peak,20.99,2,29,high,urban,81
14.65,3.0,sunny,peak,39.79,11,37,medium,urban,79
10.49,4.6,sunny,peak,20.91,11,24,low,urban,72
6.94,3.7,sunny,peak,38.9,17,36,medium,urban,75
8.29,4.8,sunny,peak,38.16,15,17,high,urban,58
2.07,3.4,sunny,peak,39.39,15,31,low,urban,58
5.77,3.3,sunny,off-peak,11.2,19,31,medium,urban,93
14.65,4.0,sunny,peak,24.42,7,10,medium,urban,59
8.44,4.2,cloudy,peak,17.26,10,10,medium,urban,59
8.63,4.2,sunny,off-peak,21.67,16,7,low,urban,56
14.33,3.1,rainy,peak,20.46,3,10,low,rural,63
13.35,4.6,rainy,off-peak,35.89,10,33,medium,urban,78
8.75,3.6,sunny,peak,36.53,19,23,high,suburban,71
4.4,2.7,cloudy,off-peak,10.72,3,9,high,urban,45
2.2,3.9,sunny,peak,25.93,1,5,low,urban,13
13.02,3.2,rainy,peak,21.54,0,11,low,urban,53
13.84,4.0,sunny,off-peak,17.79,17,8,low,suburban,81
7.67,3.0,sunny,off-peak,22.52,18,31,high,urban,83
1.87,4.6,cloudy,peak,13.87,0,27,medium,urban,40
9.29,2.9,rainy,off-peak,25.48,9,5,medium,urban,48
5.83,3.6,cloudy,peak,15.0,13,33,low,suburban,79
2.79,2.6,sunny,off-peak,22.21,10,22,medium,rural,48
13.83,4.1,sunny,off-peak,24.94,15,16,high,urban,77
3.97,2.7,cloudy,off-peak,18.54,5,18,medium,rural,43
10.81,4.3,rainy,off-peak,36.97,9,6,medium,urban,45
6.73,4.2,rainy,off-peak,33.47,12,29,low,suburban,65
12.5,3.5,sunny,peak,25.84,7,9,high,suburban,54
10.66,3.7,rainy,peak,37.65,3,6,low,urban,33
2.29,4.6,sunny,peak,25.2,4,15,medium,urban,29
7.02,3.1,cloudy,peak,38.97,18,39,low,rural,80
4.27,4.1,rainy,off-peak,25.97,7,32,medium,suburban,60
10.85,3.9,sunny,off-peak,36.52,12,10,medium,suburban,49
8.4,4.3,cloudy,peak,23.56,12,15,medium,suburban,59
5.43,3.5,sunny,peak,18.84,19,34,medium,suburban,83
5.28,4.7,rainy,off-peak,15.57,11,19,medium,rural,64
2.16,3.1,sunny,peak,22.1,16,32,medium,urban,65
3.6,4.5,sunny,peak,36.41,19,6,high,urban,45
10.85,4.0,sunny,peak,22.22,6,25,medium,suburban,66
9.34,4.5,sunny,peak,17.35,2,14,high,urban,54
5.66,4.9,sunny,off-peak,30.44,0,15,medium,urban,29
12.62,2.5,sunny,off-peak,18.62,19,22,medium,urban,94
7.52,2.6,sunny,off-peak,14.78,4,34,medium,urban,74
12.02,2.5,sunny,peak,24.64,12,27,medium,suburban,77
11.83,3.3,sunny,off-peak,13.14,13,34,low,rural,109
12.8,3.5,sunny,peak,17.77,8,34,medium,suburban,92
12.82,3.4,sunny,off-peak,19.42,0,33,high,suburban,78
10.35,2.6,cloudy,peak,15.14,7,15,medium,urban,72
11.37,4.8,rainy,peak,17.43,9,20,high,urban,83
11.77,2.8,cloudy,off-peak,18.93,0,7,medium,suburban,49
2.95,3.8,cloudy,peak,21.57,1,12,medium,urban,27
4.85,4.8,sunny,peak,31.52,13,16,medium,urban,48
2.01,3.8,sunny,peak,13.58,3,28,medium,urban,44
3.25,3.4,sunny,off-peak,23.23,1,17,high,urban,32
11.79,4.3,cloudy,peak,16.71,11,33,medium,urban,97
14.23,5.0,cloudy,off-peak,21.05,15,36,medium,urban,104
10.27,4.0,rainy,peak,21.16,14,8,low,rural,64
13.35,4.1,sunny,peak,31.83,6,12,medium,suburban,49
5.11,3.0,rainy,off-peak,17.95,16,27,low,urban,74
12.76,3.2,cloudy,peak,13.52,10,18,medium,suburban,95
5.41,4.5,sunny,peak,22.37,9,37,high,rural,70
13.47,4.4,sunny,peak,31.18,0,36,low,urban,63
12.07,3.1,rainy,off-peak,21.26,8,27,medium,suburban,81
14.76,3.8,sunny,peak,28.7,1,11,medium,urban,46
12.5,4.7,rainy,off-peak,18.81,18,18,medium,urban,93
6.27,2.9,sunny,peak,35.22,14,33,medium,rural,68
2.1,4.3,sunny,off-peak,39.59,1,20,medium,urban,28
13.18,3.4,cloudy,off-peak,17.82,2,28,low,urban,78
8.78,2.7,rainy,peak,29.38,10,38,low,rural,77
12.94,3.2,cloudy,peak,29.91,9,19,high,urban,65
6.11,3.5,rainy,peak,28.5,6,13,high,suburban,45
0.92,4.4,cloudy,off-peak,32.66,11,33,medium,urban,56
1.26,2.8,cloudy,peak,30.73,15,38,low,urban,66
10.22,4.6,rainy,off-peak,37.35,16,5,low,urban,51
2.16,3.3,sunny,peak,11.48,6,39,low,urban,60
11.31,2.9,sunny,peak,18.77,18,19,medium,suburban,85
6.58,3.4,sunny,off-peak,15.31,5,39,low,suburban,73
8.67,4.8,sunny,peak,25.07,12,24,low,suburban,64
12.12,3.9,sunny,off-peak,31.41,16,22,high,urban,74
4.17,3.4,sunny,off-peak,18.56,12,19,high,urban,55
6.49,3.6,cloudy,off-peak,35.74,10,21,high,urban,54
11.08,4.3,sunny,peak,24.54,17,8,low,urban,62
13.82,2.6,cloudy,off-peak,25.26,4,18,high,urban,64
4.71,4.9,cloudy,peak,33.24,12,5,low,suburban,35
9.53,4.6,sunny,peak,28.22,15,24,medium,urban,70
14.29,4.7,sunny,peak,15.73,14,30,medium,suburban,109
9.91,4.2,cloudy,peak,28.62,8,5,medium,rural,43
13.45,4.0,rainy,off-peak,37.84,14,33,high,rural,85
14.13,3.4,rainy,off-peak,33.69,3,33,medium,urban,71
13.98,3.3,rainy,peak,36.74,14,10,low,urban,60
11.5,2.7,sunny,peak,14.76,5,9,medium,urban,66
8.51,2.6,rainy,peak,32.4,9,9,medium,suburban,46
1.9,2.6,sunny,peak,21.43,17,37,high,urban,73
3.73,2.9,sunny,off-peak,18.66,4,14,high,urban,37
4.21,2.9,sunny,peak,28.78,18,39,medium,urban,78
0.98,4.5,sunny,peak,20.99,4,9,low,urban,19
1.98,2.8,sunny,peak,31.13,19,30,medium,rural,65
4.77,4.4,sunny,peak,21.26,16,37,medium,suburban,77
1.82,3.6,sunny,off-peak,14.44,11,38,medium,suburban,65
2.96,4.9,sunny,off-peak,38.75,9,15,medium,urban,36
1.29,4.0,sunny,peak,20.82,1,16,medium,rural,24
6.54,3.9,cloudy,off-peak,29.27,7,28,medium,urban,57
12.41,4.1,sunny,peak,11.06,18,16,high,suburban,115
12.28,3.7,sunny,peak,39.75,15,7,low,urban,49
13.62,3.9,sunny,off-peak,37.7,6,6,high,urban,42
11.31,4.3,cloudy,off-peak,16.21,2,30,low,urban,78
4.04,4.6,cloudy,peak,32.85,3,13,medium,suburban,30
10.68,4.8,sunny,peak,15.83,14,5,low,urban,67
11.43,4.2,sunny,off-peak,33.54,16,18,low,urban,63
8.38,4.8,sunny,peak,27.16,4,27,medium,urban,55
12.2,3.9,sunny,peak,37.39,12,38,low,suburban,77
1.53,3.1,sunny,off-peak,20.7,6,11,medium,suburban,27
9.12,3.3,sunny,peak,34.09,1,17,medium,suburban,38
7.46,4.7,sunny,peak,30.55,10,8,low,urban,39
12.18,4.1,sunny,peak,40.0,2,27,high,urban,53
2.36,3.2,sunny,off-peak,36.04,3,18,medium,urban,29
3.58,3.9,cloudy,off-peak,33.76,17,14,low,urban,49
8.6,4.2,sunny,off-peak,16.4,1,17,medium,rural,53
14.23,5.0,cloudy,off-peak,30.2,19,16,low,urban,76
1.71,3.8,cloudy,off-peak,29.1,13,37,medium,urban,65
11.28,4.8,sunny,peak,26.52,1,28,high,suburban,60
3.48,3.3,sunny,off-peak,15.97,16,24,medium,urban,64
2.03,4.1,cloudy,peak,28.62,17,34,low,urban,67
6.22,4.5,cloudy,off-peak,37.91,5,37,medium,urban,59
8.95,4.8,sunny,peak,34.61,15,34,low,urban,73
12.49,3.7,sunny,off-peak,34.63,2,31,low,urban,57
9.7,4.6,sunny,off-peak,14.1,1,30,medium,rural,76
7.63,3.8,rainy,off-peak,18.75,11,32,high,suburban,83
4.64,4.1,rainy,peak,19.13,7,23,low,urban,54
4.74,3.1,sunny,off-peak,17.6,1,30,medium,suburban,51
11.67,4.6,sunny,off-peak,21.71,2,37,medium,suburban,75
2.15,4.9,sunny,off-peak,27.56,7,7,low,urban,23
2.62,4.4,sunny,peak,31.86,5,35,high,urban,52
10.94,3.2,sunny,off-peak,29.85,3,32,low,urban,59
14.44,2.7,sunny,peak,31.49,7,36,medium,urban,77
2.24,2.6,sunny,off-peak,10.06,7,21,high,urban,50
9.34,4.3,sunny,off-peak,24.36,14,17,low,urban,62
3.97,4.5,rainy,off-peak,18.66,14,5,high,urban,49
0.87,4.2,rainy,peak,25.15,13,32,low,urban,60
12.57,4.2,sunny,off-peak,20.01,3,27,medium,urban,72
7.87,4.8,sunny,off-peak,39.01,16,24,medium,suburban,63
0.85,3.6,sunny,peak,12.46,10,20,low,urban,40
13.48,3.7,sunny,off-peak,14.22,14,22,low,urban,101
8.27,3.1,cloudy,off-peak,11.82,6,8,medium,urban,64
11.19,5.0,cloudy,peak,24.38,9,6,medium,urban,52
6.64,4.9,sunny,peak,36.83,12,38,low,urban,68
3.18,3.1,sunny,off-peak,20.95,0,25,low,urban,35
7.25,3.1,sunny,off-peak,20.51,7,35,high,suburban,72
4.67,4.4,sunny,off-peak,31.73,6,12,low,urban,31
4.8,3.0,sunny,off-peak,20.97,3,27,medium,urban,48
9.84,3.0,rainy,off-peak,11.54,14,31,medium,urban,111
1.86,4.6,sunny,off-peak,12.52,14,35,medium,suburban,68
6.26,4.0,rainy,peak,23.97,14,30,high,suburban,77
8.43,3.2,rainy,peak,33.4,0,19,medium,urban,42
10.79,3.5,sunny,off-peak,19.59,17,16,medium,suburban,78
9.68,2.9,sunny,off-peak,15.09,5,29,low,suburban,76
13.35,4.0,sunny,off-peak,18.45,15,8,medium,suburban,77
14.89,2.9,rainy,off-peak,14.88,14,22,low,suburban,109
14.09,3.3,cloudy,off-peak,36.86,11,19,medium,suburban,63
11.58,4.9,cloudy,peak,35.81,0,16,medium,suburban,40
10.45,3.9,sunny,peak,35.65,18,27,medium,urban,75
1.01,3.4,rainy,off-peak,26.92,2,29,medium,urban,42
8.24,4.8,rainy,peak,35.76,4,13,low,suburban,39
10.12,3.4,sunny,peak,33.91,0,16,medium,rural,37
6.49,4.3,cloudy,peak,22.21,8,8,low,urban,41
6.08,3.3,sunny,off-peak,33.76,2,23,medium,suburban,40
8.37,3.3,sunny,off-peak,16.63,2,31,low,rural,65
13.65,3.7,sunny,peak,20.55,17,18,medium,suburban,86
4.28,3.9,sunny,off-peak,21.39,3,14,medium,suburban,34
6.29,3.6,cloudy,off-peak,36.85,0,31,medium,urban,46
9.97,4.6,sunny,off-peak,21.02,13,26,medium,urban,77
3.2,4.2,cloudy,off-peak,13.11,2,27,medium,suburban,50
12.61,4.9,sunny,off-peak,25.89,9,19,high,suburban,67
10.16,3.5,rainy,peak,24.82,17,19,high,urban,79
5.61,3.9,sunny,peak,21.04,8,32,low,rural,61
10.97,4.7,rainy,off-peak,16.91,6,32,low,rural,86
4.55,3.2,cloudy,peak,12.5,9,15,high,urban,57
11.73,4.4,sunny,peak,33.71,15,24,medium,urban,70
1.52,4.0,sunny,peak,12.2,13,28,high,urban,60
6.69,4.0,sunny,off-peak,14.76,16,33,low,urban,85
4.29,3.2,rainy,peak,38.55,16,15,high,rural,56
12.34,3.2,sunny,off-peak,27.43,18,22,high,urban,81
11.41,4.8,sunny,peak,35.41,5,22,low,suburban,50
12.71,2.6,rainy,peak,26.3,2,13,low,urban,51
9.95,3.9,sunny,peak,12.17,16,11,low,urban,85
12.03,4.2,sunny,off-peak,19.46,8,30,low,urban,80
6.86,3.0,sunny,off-peak,18.72,2,31,medium,urban,59
10.33,3.8,sunny,peak,32.43,1,35,high,urban,61
0.95,4.8,sunny,off-peak,16.06,14,39,medium,urban,67
13.27,4.5,sunny,off-peak,38.36,5,34,medium,urban,65
10.43,4.7,rainy,off-peak,17.19,12,15,medium,urban,77
13.06,3.5,cloudy,off-peak,10.92,7,20,low,suburban,105
11.68,4.0,sunny,off-peak,32.73,9,24,medium,suburban,62
4.65,3.0,sunny,off-peak,23.09,9,17,low,rural,44
4.46,4.7,sunny,peak,30.82,9,11,medium,urban,36
12.09,2.9,rainy,off-peak,20.86,9,32,medium,rural,88
3.18,2.8,sunny,peak,27.74,3,5,low,urban,17
2.1,4.5,sunny,peak,34.1,7,29,medium,urban,46
0.72,3.4,sunny,off-peak,12.41,2,14,low,urban,21
4.83,4.3,sunny,off-peak,34.53,3,18,high,urban,36
1.94,4.9,cloudy,off-peak,38.68,15,23,high,suburban,56
12.12,3.4,cloudy,off-peak,11.55,18,24,medium,suburban,119
7.53,4.9,sunny,off-peak,20.1,4,23,low,urban,52
4.16,3.2,sunny,off-peak,13.19,0,20,high,urban,44
9.23,4.4,cloudy,off-peak,33.0,10,10,low,urban,45
1.52,3.9,sunny,peak,39.88,18,14,medium,suburban,46
11.03,4.4,rainy,peak,36.46,15,16,medium,rural,65
7.77,3.1,cloudy,off-peak,29.84,16,25,low,urban,68
