services,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method,datetime
cab premium,completed,Brigade Gateway,Jayanagar 2nd Block East,66,RD6029785575191619,41.23,393.35,41.96,435.31,Cash,2024-07-19 17:43:20
bike,completed,HSR Layout Sector 7,Hebbal South,44,RD6528192880528940,48.61,103.3,7.18,110.48,Amazon Pay,2024-07-16 21:22:20
parcel,completed,Malleshwaram South,Rajajinagar 5th Block,63,RD8859893544190615,10.7,873.11,47.83,920.94,QR scan,2024-07-17 20:32:20
parcel,completed,BTM Layout 1st Stage,JP Nagar Phase 10,57,RD5132441136327432,20.01,212.43,49.47,261.9,QR scan,2024-07-11 20:33:20
auto share,completed,Hebbal Ganganagar,Electronic City Central,80,RD7134234144592516,40.15,240.8,10.62,251.42,phonePy,2024-07-21 20:22:20
auto share,completed,Malleshwaram 2nd Block,Peenya,21,RD4799656641613537,13.41,667.31,10.77,678.08,Amazon Pay,2024-06-23 10:07:20
auto,completed,Electronic City Phase 3,Banashankari 7th Stage,30,RD6703067657931627,13.75,171.01,36.22,207.23,phonePy,2024-07-16 20:41:20
cab premium,completed,Whitefield Varthur Road,Electronic City South,23,RD5109377614134338,18.05,772.76,3.15,775.91,GPay,2024-07-07 03:16:20
parcel,completed,Koramangala South,Mathikere,26,RD4023983443864407,16.24,667.6,26.0,693.6,Amazon Pay,2024-06-25 18:55:20
bike lite,completed,JP Nagar 9th Phase,HSR Layout Sector 2 North,109,RD9170215805770163,20.51,590.15,34.46,624.61,Amazon Pay,2024-06-30 17:55:20
bike,completed,Malleshwaram,Koramangala 6th Block,50,RD4515569473770769,4.81,363.87,19.83,383.7,Cash,2024-07-04 10:16:20
bike,completed,Koramangala 3rd Block,JP Nagar Phase 5,61,RD8593572392039465,20.3,375.76,45.2,420.96,phonePy,2024-07-07 11:37:20
bike lite,completed,Yelahanka New Town,Jayanagar 9th Block East,105,RD4669040576007721,24.23,951.94,3.56,955.5,phonePy,2024-07-06 22:18:20
bike lite,completed,HSR Layout Sector 7,Whitefield South,88,RD9148292165275853,9.32,573.63,37.95,611.58,phonePy,2024-07-06 12:30:20
bike lite,completed,MG Road Commercial Street,JP Nagar Phase 2,43,RD7425710257728837,1.41,187.16,32.14,219.3,Amazon Pay,2024-07-12 01:19:20
cab economy,completed,Peenya,Marathahalli Colony,40,RD3410992146788237,22.4,46.78,36.86,83.64,QR scan,2024-06-28 19:32:20
cab premium,completed,MG Road Central,Lingarajapuram,71,RD5799842352796790,39.4,962.21,42.73,1004.94,phonePy,2024-07-03 06:23:20
auto,completed,Jayanagar 3rd Block,HSR Layout Sector 1 North,15,RD3396782590757535,2.05,888.88,11.82,900.7,Paytm,2024-07-22 15:22:20
auto share,completed,Electronic City East,Whitefield Kadugodi,66,RD2026935425072725,47.74,100.68,11.58,112.26,Cash,2024-06-23 09:32:20
bike lite,completed,Whitefield ECC Road,Lavelle Road,58,RD7011037986680415,22.67,962.15,17.16,979.31,Paytm,2024-06-23 12:33:20
auto share,completed,RT Nagar,Brigade Road Eva Mall,77,RD7956806040105165,44.88,632.08,47.96,680.04,Amazon Pay,2024-07-09 01:07:20
auto,completed,Whitefield Immadihalli,Indiranagar 3rd Stage,31,RD8661774637588110,46.61,767.27,42.53,809.8,phonePy,2024-07-10 09:48:20
cab premium,completed,Jayanagar 6th Block East,JP Nagar,75,RD9803243674856512,46.12,870.26,16.41,886.67,Cash,2024-07-22 06:33:20
auto,completed,Indiranagar North,Indiranagar 4th Stage,14,RD4111559994822384,19.07,552.61,40.87,593.48,Amazon Pay,2024-06-25 10:44:20
bike,completed,Rajajinagar 3rd Block,HSR Layout Sector 7 North,103,RD4940876439571300,27.97,701.18,22.03,723.21,Paytm,2024-07-08 13:44:20
auto,completed,Residency Road,Jayanagar 1st Block,5,RD4553209654617388,45.89,507.41,44.47,551.88,QR scan,2024-06-23 06:36:20
auto share,completed,Banashankari 7th Stage,Hebbal Ganganagar,114,RD6059932894872704,37.28,527.32,9.86,537.18,QR scan,2024-07-20 14:47:20
auto,completed,Hebbal Dasarahalli,Jayanagar 8th Block East,100,RD7056267266471319,33.34,471.25,42.74,513.99,GPay,2024-07-08 13:38:20
auto,completed,Electronic City Phase 1,Hebbal East,41,RD8742830618942737,44.37,697.32,10.1,707.42,Cash,2024-07-20 00:03:20
auto,completed,MG Road Anil Kumble Circle,Rajajinagar 2nd Block,12,RD5627600779029704,12.53,219.57,33.74,253.31,QR scan,2024-06-29 18:38:20
auto share,completed,Hebbal South,JP Nagar 9th Phase,81,RD9981558883349747,19.4,103.76,12.94,116.7,Paytm,2024-07-15 04:08:20
cab economy,completed,Kundalahalli,Nayandahalli,33,RD6883303303688542,17.31,45.31,40.1,85.41,Amazon Pay,2024-07-21 02:49:20
bike lite,completed,Cunningham Road,Cox Town,75,RD9608518373955429,4.31,850.53,2.22,852.75,phonePy,2024-06-28 18:37:20
cab premium,completed,Banashankari 9th Stage,Jayanagar 10th Block East,112,RD9143589108238465,34.01,124.83,0.31,125.14,GPay,2024-07-03 10:11:20
auto share,completed,HSR Layout Central,Brigade Road Garuda Mall,17,RD5758218005485529,42.48,81.57,45.55,127.12,Paytm,2024-06-29 06:19:20
cab premium,completed,Indiranagar 8th Stage,Nandi Hills,36,RD3048414522968900,8.77,423.08,49.24,472.32,phonePy,2024-07-21 16:26:20
parcel,completed,Jayanagar 9th Block East,Marathahalli Central,13,RD6557676895910253,36.16,512.27,6.02,518.29,GPay,2024-06-25 09:04:20
auto,completed,Brigade Gateway,Jayanagar 4th Block,106,RD8016241075131783,34.85,365.35,23.96,389.31,GPay,2024-07-09 01:20:20
bike,completed,Koramangala South,Malleshwaram Central,44,RD9824579040472898,38.8,675.97,36.52,712.49,phonePy,2024-06-29 04:31:20
auto share,completed,Brigade Road Brigade Gateway,Brigade Road Garuda Mall,46,RD1064951407720347,46.63,349.24,5.13,354.37,Amazon Pay,2024-06-25 07:57:20
cab economy,completed,Hebbal Kempapura,Indiranagar West,47,RD8933906249433923,29.54,610.12,9.18,619.3,Paytm,2024-06-25 13:55:20
bike,completed,Bannerghatta Road,Magadi Road,113,RD6096507778237604,42.55,342.28,11.42,353.7,Cash,2024-07-02 06:18:20
auto share,completed,Malleshwaram 5th Block,MG Road Mayo Hall,22,RD7258679294402608,10.35,960.57,34.32,994.89,phonePy,2024-06-24 18:56:20
bike,completed,Malleshwaram 6th Block,Jayanagar 3rd Block,119,RD5375082113793246,46.07,493.42,25.23,518.65,Paytm,2024-06-28 15:43:20
cab economy,completed,Banashankari 8th Stage,Brigade Road Mota Royal Arcade,69,RD5389383207844583,26.86,256.9,5.99,262.89,QR scan,2024-07-01 15:43:20
cab economy,completed,Indiranagar 5th Stage,Ulsoor,115,RD1903486279102357,1.25,393.83,40.09,433.92,Paytm,2024-07-19 13:23:20
bike lite,completed,Electronic City West,MG Road Mayo Hall,34,RD6541169375226670,30.4,989.48,23.86,1013.34,Cash,2024-07-17 22:58:20
auto,completed,Malleshwaram South,Varthur,69,RD2621432279677882,22.55,396.1,46.17,442.27,Paytm,2024-06-26 15:44:20
bike,completed,Jayanagar 3rd Block,JP Nagar 1st Phase,117,RD5723054443082814,9.25,229.18,48.61,277.79,Cash,2024-06-29 03:15:20
cab economy,completed,HSR Layout Sector 9 South,Marathahalli West,53,RD1456647481684972,37.55,592.8,39.2,632.0,Paytm,2024-06-24 15:00:20
bike,completed,Hebbal Ganganagar,Jayanagar 7th Block,106,RD9934577695932780,26.97,517.19,39.94,557.13,Paytm,2024-07-17 00:12:20
auto,completed,JP Nagar,Nandini Layout,60,RD6421436675586754,29.91,680.78,4.58,685.36,Amazon Pay,2024-07-05 12:33:20
parcel,completed,Indiranagar 8th Stage,HSR Layout South,81,RD8114347028608107,25.52,564.95,1.53,566.48,Amazon Pay,2024-07-07 13:30:20
parcel,completed,Brigade Road Bangalore Central,Indiranagar 2nd Stage,101,RD5302112710185704,13.83,553.68,28.43,582.11,Paytm,2024-07-13 14:28:20
auto,completed,BTM Layout 2nd Stage,Residency Road,7,RD1167026741733509,44.42,155.91,2.16,158.07,Paytm,2024-07-03 21:29:20
bike,completed,Malleshwaram 5th Block,Jayanagar 5th Block East,75,RD8951337971495637,14.83,199.67,1.78,201.45,QR scan,2024-07-08 18:16:20
bike,completed,HSR Layout North,Infantry Road,118,RD2417316820766415,26.9,636.1,46.02,682.12,GPay,2024-07-22 15:41:20
cab economy,completed,Indiranagar 6th Stage,Koramangala Central,109,RD4381078007220351,10.99,323.66,2.51,326.17,Cash,2024-06-24 07:59:20
cab premium,completed,Malleshwaram Central,HSR Layout Sector 3 North,91,RD8830897782144323,36.6,136.32,47.67,183.99,Amazon Pay,2024-06-25 03:08:20
cab economy,completed,Kadubeesanahalli,Marathahalli Outer Ring Road,104,RD1081820703476541,47.65,757.12,7.18,764.3,QR scan,2024-07-20 01:45:20
bike,completed,JP Nagar Phase 10,JP Nagar 9th Phase,100,RD1944065211372236,46.84,48.5,26.4,74.9,Paytm,2024-07-10 08:11:20
auto share,completed,Vasanth Nagar,Malleshwaram South,29,RD5270653551854306,1.89,268.81,12.05,280.86,Paytm,2024-07-07 20:50:20
auto,completed,Jayanagar 6th Block,Brigade Road Richmond Road,41,RD4316246358043305,47.29,868.22,26.54,894.76,phonePy,2024-07-14 13:38:20
bike,completed,Banashankari 5th Stage,Nagarbhavi,41,RD4557671835777806,44.8,228.25,44.78,273.03,Paytm,2024-07-02 19:15:20
cab premium,completed,Whitefield Channasandra,Malleshwaram 9th Block,35,RD5766097425654133,22.8,238.35,7.81,246.16,Cash,2024-07-01 06:05:20
auto share,completed,Nayandahalli,Marathahalli North,93,RD4369617193352936,28.01,115.9,25.5,141.4,phonePy,2024-06-30 13:00:20
cab premium,completed,Victoria Layout,Whitefield Mahadevapura,47,RD2635244172324535,48.7,613.43,16.85,630.28,QR scan,2024-07-03 16:02:20
cab premium,completed,Cubbon Road,HSR Layout Sector 7 South,119,RD3429034144254072,21.64,764.59,17.16,781.75,GPay,2024-07-20 10:01:20
auto share,completed,Brigade Road Residency Road,Bellandur,32,RD3816450708704190,35.46,496.02,43.4,539.42,phonePy,2024-07-16 14:36:20
bike lite,completed,Commercial Street,MG Road Trinity Circle,30,RD2779878836007805,28.63,518.83,8.99,527.82,GPay,2024-06-23 17:31:20
cab premium,completed,Yelahanka Old Town,Commercial Street,17,RD2592851580493958,36.87,588.05,14.93,602.98,Paytm,2024-07-05 01:53:20
cab economy,completed,Indiranagar 3rd Stage,JP Nagar Phase 10,10,RD3356003209077414,13.32,883.19,21.26,904.45,GPay,2024-07-13 11:18:20
auto,completed,Rajajinagar 8th Block,Jayanagar 4th Block East,64,RD9435813566882753,33.81,231.11,5.99,237.1,Paytm,2024-07-04 01:17:20
cab economy,completed,Jayanagar 1st Block,Neelasandra,23,RD1630006876169222,14.76,403.65,45.66,449.31,GPay,2024-07-21 20:12:20
auto,completed,Indiranagar Central,Whitefield East,104,RD6186808246930954,16.93,756.09,42.16,798.25,Paytm,2024-07-06 02:41:20
parcel,completed,Bannerghatta Road,Electronic City East,115,RD2482442748246049,18.05,135.97,23.78,159.75,Cash,2024-07-20 18:31:20
cab premium,completed,Indiranagar 2nd Stage,HSR Layout Sector 6 South,18,RD5124603628817831,5.3,275.14,13.07,288.21,GPay,2024-07-10 00:50:20
bike lite,completed,Jayanagar 9th Block East,Whitefield Mahadevapura,114,RD4571807328140063,27.06,102.9,39.2,142.1,phonePy,2024-07-15 09:41:20
auto share,completed,Electronic City Phase 1,Koramangala 1st Block,98,RD8731670417515234,5.82,355.04,41.98,397.02,GPay,2024-07-15 10:52:20
bike lite,completed,Koramangala 8th Block,Cunningham Road,48,RD7854573002758011,23.2,453.41,38.99,492.4,phonePy,2024-06-30 08:35:20
auto,completed,Kadubeesanahalli,Malleshwaram 5th Block,96,RD4037127278334436,20.78,956.64,23.35,979.99,Paytm,2024-07-02 13:02:20
bike,completed,Whitefield Central,JP Nagar Phase 2,115,RD2510773685068957,45.69,555.45,47.82,603.27,Cash,2024-07-01 15:02:20
bike lite,completed,MG Road North,Lingarajapuram,78,RD9535101068582897,23.5,936.55,44.85,981.4,QR scan,2024-07-06 01:41:20
auto,completed,Banashankari 1st Stage,Nandini Layout,11,RD6019243645438413,30.16,753.84,27.72,781.56,Paytm,2024-07-20 01:37:20
cab economy,completed,Malleshwaram 4th Block,HSR Layout Sector 9 South,110,RD9586209629762509,38.48,146.4,23.46,169.86,Cash,2024-07-21 02:55:20
auto,completed,Electronic City North,JP Nagar 3rd Phase,98,RD4915285519155951,18.89,77.14,0.84,77.98,Cash,2024-07-22 12:39:20
parcel,completed,Hebbal North,Whitefield Hope Farm Junction,43,RD5720571258870307,21.5,697.01,17.63,714.64,Paytm,2024-07-05 21:59:20
bike,completed,Brigade Road Mota Royal Arcade,Whitefield Channasandra,19,RD6315842869095054,44.58,594.38,20.6,614.98,GPay,2024-07-09 13:06:20
cab economy,completed,Electronic City,Cooke Town,65,RD8444641232590827,29.04,177.61,12.17,189.78,phonePy,2024-07-05 20:56:20
bike,completed,HSR Layout Sector 3 North,Marathahalli Bridge,70,RD7184960633182550,13.33,324.73,11.23,335.96,Paytm,2024-07-01 14:42:20
auto,completed,Banashankari 3rd Stage,JP Nagar 7th Phase,28,RD9642455973361759,17.93,464.95,30.19,495.14,QR scan,2024-07-10 07:32:20
cab economy,completed,Cooke Town,Wilson Garden,44,RD5677143514726768,32.22,815.2,15.62,830.82,QR scan,2024-07-05 11:01:20
auto,completed,Marathahalli Central,JP Nagar 7th Phase,75,RD3915868947691412,9.7,411.52,48.34,459.86,phonePy,2024-07-10 19:19:20
bike,completed,Banashankari 5th Stage,HSR Layout Sector 2 North,108,RD4073703799296832,6.77,33.98,30.88,64.86,Amazon Pay,2024-06-26 03:55:20
auto,completed,Jayanagar 1st Block,Hebbal North,68,RD5302103355541051,32.18,196.2,32.57,228.77,phonePy,2024-07-07 02:12:20
cab premium,completed,Hoskote,Indiranagar 7th Stage,34,RD1709966450103822,47.67,766.79,35.52,802.31,phonePy,2024-07-22 03:53:20
cab premium,completed,Brigade Road Mayo Hall,Marathahalli South,22,RD2101791134414281,12.51,850.29,45.42,895.71,QR scan,2024-06-30 01:54:20
auto,completed,Whitefield East,JP Nagar Phase 7,118,RD4257315563181918,40.49,177.69,33.56,211.25,QR scan,2024-07-19 02:07:20
bike lite,completed,Hebbal Kodigehalli,HSR Layout Sector 9,60,RD6604491423847956,15.75,93.73,8.99,102.72,Paytm,2024-07-07 18:06:20
auto,completed,Brigade Road Mota Royal Arcade,HSR Layout Sector 1,103,RD2823736701471402,15.87,308.92,45.83,354.75,Amazon Pay,2024-07-16 06:32:20
bike,completed,Malleshwaram North,Malleshwaram 1st Block,20,RD3599003457225238,17.44,694.04,24.57,718.61,Amazon Pay,2024-06-24 06:33:20
cab premium,completed,Koramangala Central,Rajajinagar 3rd Block,54,RD3536027728345273,26.96,699.64,8.91,708.55,Paytm,2024-07-06 11:57:20
parcel,completed,Cooke Town,Hebbal North,65,RD5973055746618388,28.57,979.46,9.06,988.52,Cash,2024-06-25 06:01:20
cab premium,completed,Magadi Road,MG Road Trinity Circle,95,RD3934975834566718,49.02,165.67,12.98,178.65,Cash,2024-07-02 19:02:20
bike lite,completed,Commercial Street,Marathahalli South,34,RD4183370485997332,30.48,838.57,32.36,870.93,Amazon Pay,2024-07-02 18:03:20
cab premium,completed,Malleshwaram 10th Block,Bannerghatta Road,78,RD8246866772867498,2.84,422.1,2.05,424.15,Amazon Pay,2024-06-26 21:19:20
cab premium,completed,MG Road Central,HSR Layout Sector 2 South,43,RD4203509189060565,26.23,351.21,11.09,362.3,Cash,2024-07-12 17:33:20
cab premium,completed,Indiranagar 9th Stage,Koramangala West,41,RD4662569929006988,30.03,276.99,41.77,318.76,Amazon Pay,2024-07-06 18:57:20
bike lite,completed,Rajajinagar 2nd Block,MG Road North,80,RD1913718069599958,37.0,838.17,43.18,881.35,phonePy,2024-07-12 19:44:20
parcel,completed,Whitefield Immadihalli,Malleshwaram South,39,RD5867141403215000,15.28,743.53,43.01,786.54,phonePy,2024-06-27 05:07:20
bike lite,completed,Sadashivanagar,Marathahalli Colony,28,RD2720563680316897,2.4,139.8,41.66,181.46,Amazon Pay,2024-07-06 23:54:20
parcel,completed,HSR Layout Sector 2,JP Nagar Phase 2,54,RD8812462149716103,49.39,550.22,1.48,551.7,GPay,2024-07-13 22:17:20
auto,completed,Richmond Road,Malleshwaram 4th Block,48,RD2621478982933434,16.55,545.52,35.99,581.51,Cash,2024-07-04 05:59:20
bike lite,completed,Marathahalli,Kalyan Nagar,84,RD1006953554286986,44.22,121.7,41.77,163.47,QR scan,2024-06-27 13:37:20
parcel,completed,Marathahalli Main Road,HSR Layout Sector 10,91,RD3878622976856222,30.62,902.28,20.97,923.25,QR scan,2024-07-07 01:16:20
bike,completed,Marathahalli Outer Ring Road,Banashankari 10th Stage,114,RD9051357020493890,45.1,396.32,22.1,418.42,QR scan,2024-07-11 22:42:20
bike,completed,Brigade Road Richmond Road,Malleshwaram Central,65,RD3961164128354931,27.89,445.16,4.53,449.69,Paytm,2024-07-03 08:00:20
bike,completed,Brigade Road Central,JP Nagar,44,RD9038785588243809,5.12,977.46,35.66,1013.12,phonePy,2024-07-10 21:26:20
parcel,completed,Brigade Road Richmond Road,Chamarajpet,42,RD9620707500293276,15.84,228.13,43.85,271.98,Amazon Pay,2024-07-17 13:14:20
cab economy,completed,Whitefield South,Koramangala North,12,RD3187793272414311,16.94,289.81,33.03,322.84,QR scan,2024-07-07 07:09:20
cab economy,completed,Brigade Road Forum Mall,Kengeri,16,RD4499111686302758,41.7,222.6,25.46,248.06,Amazon Pay,2024-07-17 19:14:20
auto share,completed,HSR Layout Sector 6,Indiranagar 9th Stage,39,RD7578038223802081,46.87,13.63,19.7,33.33,Cash,2024-07-10 14:09:20
bike,completed,Banashankari 10th Stage,Indiranagar 9th Stage,78,RD7686101605843131,30.85,362.45,41.41,403.86,Amazon Pay,2024-06-28 00:16:20
auto,completed,Avenue Road,Hebbal West,104,RD4993026339664497,6.98,945.7,13.88,959.58,Cash,2024-06-24 20:07:20
cab premium,completed,Ulsoor,Whitefield Hope Farm Junction,105,RD4137845411009673,34.35,758.8,33.27,792.07,QR scan,2024-06-29 16:41:20
cab premium,completed,Jayanagar 8th Block East,JP Nagar Phase 6,43,RD3221067832117066,16.71,181.79,27.75,209.54,Paytm,2024-07-14 16:06:20
auto share,completed,Koramangala West,Indiranagar North,59,RD9550936377227755,28.18,242.55,34.06,276.61,GPay,2024-07-11 07:43:20
auto,completed,JP Nagar Central,Whitefield West,115,RD5494940031804028,18.49,901.92,11.31,913.23,phonePy,2024-06-29 15:51:20
auto share,completed,Neelasandra,Banashankari 8th Stage,96,RD7762278869332174,1.65,686.49,21.13,707.62,Cash,2024-07-06 02:24:20
bike lite,completed,Kadubeesanahalli,Cox Town,68,RD6951540287319385,17.02,349.1,49.82,398.92,Paytm,2024-06-24 05:26:20
auto,completed,Banashankari 5th Stage,Electronic City West,104,RD4853232441568201,8.84,124.29,32.16,156.45,Cash,2024-07-10 08:38:20
bike lite,completed,Yelahanka Old Town,Koramangala 6th Block,22,RD6156035557945441,33.98,553.03,4.16,557.19,QR scan,2024-07-06 00:17:20
cab economy,completed,Marathahalli Main Road,Brigade Road,78,RD3533478406066914,1.37,986.52,44.36,1030.88,Cash,2024-07-08 19:08:20
cab economy,completed,Banashankari,Malleshwaram 5th Block,52,RD6517035858621604,38.38,678.65,2.84,681.49,QR scan,2024-07-20 14:10:20
parcel,completed,Banashankari 8th Stage,Jayanagar 9th Block East,56,RD7436555463893332,25.67,717.33,19.62,736.95,Amazon Pay,2024-07-16 04:28:20
bike lite,completed,Basavanagudi,Whitefield Hope Farm Junction,79,RD2066428318379885,15.37,911.1,22.76,933.86,phonePy,2024-07-19 23:25:20
auto,completed,Frazer Town,Indiranagar 6th Stage,105,RD1766339874918895,19.35,826.78,2.9,829.68,Amazon Pay,2024-07-21 01:58:20
auto,completed,Marathahalli South,JP Nagar Phase 6,44,RD7610099243812252,28.09,847.06,7.89,854.95,Amazon Pay,2024-07-03 15:47:20
bike,completed,Sahakar Nagar,HSR Layout Sector 8,62,RD6636584156654053,37.87,688.55,0.12,688.67,Cash,2024-06-25 14:14:20
cab premium,completed,Electronic City,Jayanagar 8th Block,78,RD8750944395329916,30.11,853.33,44.42,897.75,QR scan,2024-06-24 11:47:20
parcel,completed,Sahakar Nagar,MG Road Naga Theatre,41,RD7060143813891353,14.71,805.49,32.03,837.52,QR scan,2024-07-16 00:08:20
bike,completed,Jayanagar 7th Block East,Kundalahalli,109,RD2313090653239937,35.62,197.38,40.23,237.61,Amazon Pay,2024-07-15 05:33:20
cab economy,completed,Rajajinagar 2nd Block,Whitefield Borewell Road,10,RD5788052271230837,19.59,215.73,8.49,224.22,phonePy,2024-07-19 03:13:20
cab premium,completed,St. Marks Road,Sadashivanagar,102,RD2791494810151288,46.99,935.96,30.41,966.37,Amazon Pay,2024-07-05 16:34:20
bike lite,completed,Marathahalli Colony,Hebbal Ganganagar,62,RD1578505695867699,30.32,569.83,28.29,598.12,phonePy,2024-07-11 12:54:20
auto share,completed,Cooke Town,Brigade Road Residency Road,89,RD7114496116789870,29.66,20.56,0.16,20.72,Paytm,2024-07-08 04:36:20
cab economy,completed,Indiranagar 5th Stage,HAL,82,RD3759430686913170,47.34,339.99,30.36,370.35,Cash,2024-07-23 01:19:20
auto share,completed,Malleshwaram 4th Block,Sarjapur Road,70,RD2662811149591622,15.46,197.11,36.63,233.74,Paytm,2024-07-17 12:26:20
cab premium,completed,Banashankari 7th Stage,Vasanth Nagar,20,RD8016964015965844,39.29,542.17,8.95,551.12,Amazon Pay,2024-06-29 21:33:20
cab premium,completed,Palace Guttahalli,Lingarajapuram,63,RD1062343134754440,35.13,202.33,48.63,250.96,QR scan,2024-06-25 15:01:20
auto share,completed,Seshadripuram,Whitefield North,42,RD5953793662629656,40.51,496.0,44.11,540.11,phonePy,2024-06-28 16:33:20
cab economy,completed,Rajajinagar,Malleshwaram 3rd Block,89,RD1249073135087843,39.83,936.74,14.53,951.27,Cash,2024-07-22 20:19:20
cab premium,completed,Whitefield Kadugodi,Jayanagar 1st Block East,97,RD6162165027568851,30.41,959.35,41.61,1000.96,Amazon Pay,2024-07-07 00:16:20
